Paper ID,Hypothesis ID,Hypothesis,Dependent Variable,Sub-Sub-Category,Sub-Category,Main DV Category,Effect On,subj/obj evaluation,Independent Variable (evaluated),Independent Variables (compared),Comparison Type,Result,Explanation ID Evaluated,Explanation ID Compared,Related user study ID,"Explanation Modalities evaluated (display, focus, interactivity, explanation type)","Explanation Generation Evaluated (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)","Explanation Modalities Compared (display, focus, interactivity, explanation type)","Explanation Generation Compared (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)"
15,15.017,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,self-assessed likelihood to follow recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,tie-strength explanation,no explanation,no explanation,found,15.03,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.018,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,perceived efficiency,-,efficiency,efficiency,system,subj,tie-strength explanation,no explanation,no explanation,found,15.03,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.019,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,self-reported retention,intention to return,behavioral trust,trust,user,subj,tie-strength explanation,no explanation,no explanation,found,15.03,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.020,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,individual recommendation satisfaction,group recommendations,rs specific,other,user + system,subj,tie-strength explanation,no explanation,no explanation,found,15.03,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.021,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,individual's assessment of recommendation appropriateness for group,group recommendations,rs specific,other,user + system,subj,tie-strength explanation,no explanation,no explanation,found,15.03,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.022,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,self-assessed likelihood to follow recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,satisfaction explanation,no explanation,no explanation,found,15.04,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.023,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,perceived system usefulness,system usefulness (subjective),other,Interface Quality,system,subj,satisfaction explanation,no explanation,no explanation,found,15.04,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.024,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,perceived efficiency,-,efficiency,efficiency,system,subj,satisfaction explanation,no explanation,no explanation,found,15.04,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.025,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,self-reported retention,intention to return,behavioral trust,trust,user,subj,satisfaction explanation,no explanation,no explanation,found,15.04,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.026,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,individual recommendation satisfaction,group recommendations,rs specific,other,user + system,subj,satisfaction explanation,no explanation,no explanation,found,15.04,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.027,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,individual's assessment of recommendation appropriateness for group,group recommendations,rs specific,other,user + system,subj,satisfaction explanation,no explanation,no explanation,found,15.04,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.028,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,self-assessed likelihood to follow recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,complete PSIE explanation,no explanation,no explanation,found,15.01,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.029,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,perceived system usefulness,system usefulness (subjective),other,Interface Quality,system,subj,complete PSIE explanation,no explanation,no explanation,found,15.01,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.030,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,perceived efficiency,-,efficiency,efficiency,system,subj,complete PSIE explanation,no explanation,no explanation,found,15.01,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.031,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,self-reported retention,intention to return,behavioral trust,trust,user,subj,complete PSIE explanation,no explanation,no explanation,found,15.01,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.032,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,individual recommendation satisfaction,group recommendations,rs specific,other,user + system,subj,complete PSIE explanation,no explanation,no explanation,found,15.01,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.033,Results (see Table 2) show that on average answers to all questions are higher in G2–G6 than in G1 and the difference is statistically significant (performing a Kruskal–Wallis H Test and pairwise Wilcoxon tests obtaining p-values < 0.05).,individual's assessment of recommendation appropriateness for group,group recommendations,rs specific,other,user + system,subj,complete PSIE explanation,no explanation,no explanation,found,15.01,-,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ",-,-
15,15.002,"Besides, answers to all questions are higher in G3–G6 than in G2 and the difference is again statistically significant.",self-assessed likelihood to follow recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,personality explanation,individual explanation,internal explanation,found,15.02,15.05,15.1,"textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations ","textual, output, static, local","model-intrinsic, interactions + social connections, social recommendation model, social recommendations "
